"ACTION","REWARD","A0","A1","A2","A3","V"
"0","0.0","0.0504757","0.0305434","0.0284857","0.0518633","2.47525"
"0","0.0","0.0806643","0.050643","0.0392413","0.0653211","2.66284"
"0","0.0","0.0888429","0.0726315","0.0460712","0.0805888","2.89097"
"1","1.0","0.0886454","0.117914","0.0908584","0.0964947","3.08172"
"0","0.0","0.107927","0.0836379","0.129759","0.0904296","2.43899"
"2","0.0","0.0334936","0.0257973","0.0704712","0.0692537","1.65278"
"2","0.0","0.0301625","0.0262726","0.0568396","0.0635828","1.67422"
"3","0.0","0.0397893","0.0494337","0.0568052","0.0846764","1.60509"
"0","0.0","0.0441686","0.0512608","0.0551951","0.0783962","1.62976"
"3","0.0","0.0396794","0.0462846","0.0516899","0.0639313","1.64378"
"2","0.0","0.0213723","0.0363025","0.0336621","0.0377992","1.67433"
"2","0.0","0.0127963","0.0236108","0.0251275","0.0175524","1.68048"
"2","0.0","0.00691054","0.0163221","0.0203612","0.0113224","1.72501"
"2","0.0","0.0040046","0.0154981","0.0155807","0.00955808","1.77037"
"2","0.0","-0.00501545","0.0132755","0.0135069","0.000888953","1.77769"
"2","0.0","-0.0115964","0.0128376","0.00841079","0.000617803","1.78087"
"1","0.0","-0.0137068","0.0154298","-0.00728161","0.00692296","1.82045"
"1","0.0","-0.0179236","0.0187981","-0.0094141","0.00987097","1.86488"
"1","0.0","-0.027662","0.0188319","-0.0194886","0.0125443","1.88842"
"1","0.0","-0.0376832","0.00831529","-0.028265","0.00455563","1.90668"
"3","0.0","-0.039596","0.00219988","-0.0385416","0.000912199","1.90718"
"1","0.0","-0.029282","0.00677458","-0.030429","-0.00944053","1.96446"
"2","0.0","-0.0148575","0.0167169","0.0257382","-0.0484372","1.93118"
"2","0.0","0.00842449","0.020323","0.0257934","-0.0525502","2.00577"
"0","0.0","0.010473","0.0167204","-0.0417023","0.000944595","2.0357"
"3","0.0","-0.0664436","-0.046923","-0.0768927","0.0256316","1.95984"
"3","0.0","-0.075976","-0.0751476","-0.10647","-0.0176034","2.11962"
"3","0.0","-0.0893011","-0.0564408","-0.10982","-0.0397874","2.03953"
"3","0.0","-0.0981178","-0.0609215","-0.109564","-0.0553253","2.04177"
"3","0.0","-0.112609","-0.0763138","-0.100809","-0.0838134","2.09373"
"2","0.0","-0.125649","-0.104544","-0.0999464","-0.111487","2.18594"
"2","0.0","-0.130318","-0.120236","-0.110603","-0.128196","2.27432"
"2","0.0","-0.120224","-0.0963556","-0.107938","-0.108889","2.29516"
"1","0.0","-0.10533","-0.0729735","-0.0950085","-0.0893917","2.3992"
"1","0.0","-0.075301","-0.0366302","-0.0650412","-0.0519951","2.3823"
"1","0.0","-0.0511311","-0.0134089","-0.0417029","-0.0286909","2.34785"
"1","0.0","-0.0320972","0.0102316","-0.0217768","-0.0125624","2.39252"
"1","0.0","-0.0151289","0.0124929","-0.00853042","0.00152329","2.36902"
"1","0.0","0.000311072","0.0218778","0.00740082","0.0174503","2.38282"
"2","0.0","0.0141846","0.0314044","0.0264645","0.0269762","2.44708"
"2","0.0","0.0150374","0.0299582","0.0312474","0.027345","2.44752"
"2","0.0","0.01115","0.0230631","0.0264462","0.0251083","2.40963"
"2","0.0","0.00343139","0.0106805","0.0204101","0.0141232","2.32892"
"2","0.0","0.00278982","0.00538057","0.0206662","0.0144483","2.25921"
"2","0.0","0.00721495","-0.00169289","0.0219478","0.0152513","2.23887"
"2","0.0","0.00796415","-0.00100151","0.0208885","0.0143498","2.18701"
"2","0.0","0.00477257","0.000585018","0.0181003","0.00992712","2.17973"
"2","0.0","0.0107986","0.0118142","0.0218549","0.0190348","2.14538"
"2","0.0","0.0180444","0.0257057","0.0287082","0.0276773","2.16387"
"0","0.0","0.0411073","0.0398028","0.0431657","0.048046","2.16933"
"3","0.0","0.075208","0.0660112","0.0729288","0.0850121","2.26556"
"1","0.0","0.102539","0.0995777","0.0944998","0.115013","2.32456"
"3","0.0","0.133358","0.143619","0.129892","0.164826","2.46057"
"3","0.0","0.191718","0.189558","0.185074","0.217946","2.42288"
"3","0.0","0.272455","0.26109","0.273949","0.322141","2.45668"
"3","0.0","0.30056","0.263401","0.293323","0.327917","2.29681"
"0","1.0","0.376323","0.321876","0.348714","0.388302","2.04619"
"3","0.0","0.251138","0.234585","0.261979","0.29945","1.61755"
"3","0.0","0.17412","0.184086","0.187761","0.253796","1.53198"
"3","0.0","0.12291","0.121155","0.114296","0.163844","1.66847"
"3","0.0","0.076293","0.0683197","0.0683746","0.0987399","1.70261"
"3","0.0","0.0498897","0.0353692","0.0384788","0.0639295","1.66309"
"3","0.0","0.0241383","0.0124885","0.0152656","0.0384667","1.61682"
"3","0.0","0.0256581","0.0175662","0.018739","0.0382789","1.58724"
"3","0.0","0.0200247","0.0154964","0.0153044","0.0328843","1.60319"
"2","0.0","0.0277616","0.0244285","0.0244918","0.0345637","1.615"
"2","0.0","0.0252007","0.0226803","0.0268284","0.0274186","1.62118"
"2","0.0","0.0201008","0.0199963","0.0256883","0.0168669","1.66684"
"2","0.0","0.0110645","0.016179","0.0192367","0.00753596","1.63372"
"2","0.0","-0.00223895","0.00947449","0.008645","0.00679898","1.69324"
"2","0.0","-0.0102601","0.00415426","0.00797983","-0.00488944","1.73268"
"2","0.0","-0.0156635","0.00500347","0.00566133","-0.0042504","1.75975"
"2","0.0","-0.0178458","0.00479638","0.00176291","-0.00587291","1.77324"
"2","0.0","-0.0253689","0.000597838","-0.00525608","-0.00791225","1.77119"
"2","0.0","-0.0306356","-0.00130599","-0.007349","-0.0110026","1.81237"
"1","0.0","-0.0314606","-0.00242859","-0.0117074","-0.00823737","1.84447"
"1","0.0","-0.0317628","0.000676266","-0.00884636","-0.00408347","1.86443"
"1","0.0","-0.030132","-0.0026166","-0.01161","-0.00991379","1.8551"
"2","0.0","-0.0352226","0.0039646","-0.0170713","-0.0102892","1.84638"
"2","0.0","-0.0425598","-0.00155766","-0.0234381","-0.0159166","1.7966"
"1","0.0","-0.0556199","0.000799975","-0.0339702","-0.0294364","1.74073"
"1","0.0","-0.0557971","-0.0167627","-0.0411553","-0.034126","1.72523"
"1","0.0","-0.0520262","-0.02374","-0.0613464","-0.0377437","1.70981"
"1","0.0","-0.0646646","-0.0281028","-0.0769231","-0.0538265","1.67131"
"1","0.0","-0.0622311","-0.0413912","-0.0650055","-0.0498132","1.66542"
"1","0.0","0.051934","0.0988973","0.0466002","0.0530221","1.68491"
"3","0.0","-0.0499639","-0.0546622","-0.0321426","-0.00421209","1.80034"
"3","0.0","-0.060986","-0.0590628","-0.0659319","-0.0425921","1.77793"
"0","0.0","-0.0505163","-0.068796","-0.0812153","-0.0603393","1.80729"
"0","0.0","-0.03282","-0.0406294","-0.0702751","-0.0484315","1.8119"
"1","0.0","-0.0402061","-0.00210951","-0.0396744","-0.0196555","1.51778"
"1","0.0","-0.0452823","-0.000208891","-0.0368299","-0.00432451","1.45369"
"3","0.0","-0.0633155","-0.0288051","-0.05519","-0.0113329","1.42914"
"3","0.0","-0.0989199","-0.0616753","-0.0809555","-0.0423918","1.5076"
"3","0.0","-0.105941","-0.0687122","-0.0927195","-0.0674258","1.55019"
"3","0.0","-0.103441","-0.0747566","-0.0821222","-0.0650681","1.55731"
"1","0.0","-0.095909","-0.0615088","-0.0790698","-0.0711998","1.5797"
"1","0.0","-0.10598","-0.0715082","-0.0780704","-0.0888533","1.63649"
"1","0.0","-0.104048","-0.0655307","-0.0782565","-0.0916078","1.63113"
"1","0.0","-0.103512","-0.0622376","-0.0755483","-0.0898469","1.62975"
"0","0.0","-0.0196048","-0.0282816","-0.0254711","-0.0234627","1.60092"
"0","0.0","0.00194607","-0.0140455","-0.00328214","-0.00397541","1.67658"
"2","0.0","0.000535247","-0.0139285","0.00510896","-0.0036073","1.72411"
"0","0.0","-0.00595548","-0.00882114","0.0103216","0.00190615","1.72633"
"2","0.0","-0.0020466","0.00225565","0.0172473","0.00978699","1.72434"
"2","0.0","-0.00843375","0.00443532","0.0164366","0.00694389","1.78603"
"2","0.0","-0.0145845","0.00475011","0.0114477","0.00151599","1.83385"
"2","0.0","-0.0166325","0.00413044","0.00639572","-0.00506717","1.85977"
"1","0.0","-0.0233223","0.011467","-0.00237652","0.00324607","1.88743"
"1","0.0","-0.0269705","0.00525634","-0.00808177","0.000860917","1.85327"
"1","0.0","-0.0252874","0.0073276","-0.0105041","0.00796595","1.86843"
"3","0.0","-0.0260415","0.00584157","-0.0167998","0.010498","1.87094"
"3","0.0","-0.0312121","0.00249498","-0.0279425","0.00778047","1.83486"
"3","0.0","-0.0385073","-0.00136321","-0.0409725","0.012021","1.95261"
"3","0.0","-0.0456569","-0.00165745","-0.0448946","0.00823258","1.97733"
"3","0.0","-0.0526737","-0.00307252","-0.050112","0.00929953","1.97175"
"1","0.0","-0.042793","-0.000576659","-0.0450694","-0.0128593","1.98337"
"1","0.0","-0.0392921","-0.000530061","-0.0167565","-0.0544208","1.97673"
"2","0.0","-0.0313087","0.0147298","0.0217904","-0.058546","1.93833"
"1","0.0","-0.00174184","0.0402952","-0.00302244","-0.00649586","2.0136"
"3","0.0","-0.0567559","-0.0208461","-0.0646257","0.009321","2.10656"
"3","0.0","-0.0868932","-0.047539","-0.0882745","-0.0153986","2.1366"
"3","0.0","-0.10716","-0.0904482","-0.103753","-0.096126","2.2625"
"2","0.0","-0.116181","-0.101612","-0.114151","-0.110294","2.2812"
"2","0.0","-0.130205","-0.111484","-0.112174","-0.121933","2.39442"
"1","0.0","-0.125987","-0.0853143","-0.102732","-0.112237","2.49547"
"1","0.0","-0.0912911","-0.0369937","-0.0791804","-0.0719363","2.51557"
"1","0.0","-0.0562253","0.00570915","-0.0418736","-0.0351196","2.53744"
"1","0.0","-0.0219995","0.0298661","-0.0138862","-0.00152316","2.50901"
"1","0.0","0.0037385","0.0474105","0.0115145","0.021981","2.51951"
"1","0.0","0.0188584","0.0468345","0.0262045","0.0386543","2.50478"
"2","0.0","0.0170965","0.0369741","0.0227502","0.0350753","2.5102"
"1","0.0","0.0147348","0.0237055","0.0214834","0.0299116","2.44947"
"3","0.0","0.0246176","0.015569","0.026226","0.0341901","2.40865"
"3","0.0","0.0330013","0.0187022","0.0316199","0.0409736","2.41615"
"3","0.0","0.0398625","0.0213421","0.0360371","0.0439981","2.39097"
"0","0.0","0.0549688","0.0324896","0.0477783","0.0509736","2.4641"
"0","0.0","0.0865037","0.0651573","0.0828729","0.0812045","2.46132"
"3","0.0","0.13185","0.118231","0.128531","0.143946","2.4751"
"3","0.0","0.215189","0.206148","0.220687","0.229123","2.62362"
"2","0.0","0.271235","0.254205","0.290775","0.27739","2.71333"
"0","1.0","0.262615","0.189375","0.249766","0.184572","2.42037"
"3","0.0","0.147582","0.138056","0.165514","0.217834","1.52333"
"3","0.0","0.0443014","0.0688971","0.0688467","0.118483","1.71421"
"3","0.0","0.034506","0.0400974","0.042249","0.066354","1.78345"
"3","0.0","-0.00389736","-0.000137925","0.00409875","0.0249313","1.80281"
"3","0.0","-0.0249828","-0.037787","-0.017713","-0.0119519","1.81537"
"2","0.0","-0.0293327","-0.0570344","-0.0310639","-0.0381355","1.81717"
"0","0.0","-0.0239783","-0.0567722","-0.0308213","-0.0427558","1.84268"
"2","0.0","-0.0100289","-0.0381852","-0.0103093","-0.0336544","1.85203"
"2","0.0","-0.00532304","-0.0212529","-0.00325124","-0.0169567","1.84144"
"2","0.0","-0.0103274","-0.0131175","0.000322546","-0.012015","1.85956"
"2","0.0","-0.0211034","-0.0110381","-0.00173423","-0.0105064","1.87493"
"2","0.0","-0.0293636","-0.0102994","-0.00449007","-0.0129841","1.93398"
"2","0.0","-0.0309138","-0.00956058","-0.00434241","-0.0134608","1.95323"
"1","0.0","-0.0375456","-0.00236698","-0.0159035","-0.0110269","2.03974"
"1","0.0","-0.043326","0.00173958","-0.0233923","-0.0100384","2.02583"
"1","0.0","-0.0462287","-0.0074074","-0.0312983","-0.0100902","2.04125"
"3","0.0","-0.0553202","-0.0183153","-0.039634","-0.00915491","1.95945"
"3","0.0","-0.0614661","-0.0177008","-0.0461917","6.0064e-05","1.95404"
"3","0.0","-0.0643857","-0.0269608","-0.0484507","-0.0031218","2.04985"
"3","0.0","-0.0496909","-0.0111882","-0.0614843","-0.0111275","2.10464"
"1","0.0","-0.0725191","-0.0162928","-0.0101281","-0.117171","2.22303"
"2","0.0","0.0269953","0.0925877","0.0350991","-0.00609374","1.722"
"1","0.0","-0.0391332","0.00219725","-0.00837986","-0.0127914","1.69411"
"1","0.0","-0.0745781","-0.0436444","-0.0598065","-0.0499477","1.63232"
"1","0.0","-0.0961033","-0.0725411","-0.0912052","-0.0758056","1.61781"
"3","0.0","-0.115477","-0.0828425","-0.102772","-0.0950766","1.64811"
"1","0.0","-0.118803","-0.0812313","-0.10537","-0.101397","1.66444"
"2","0.0","-0.122256","-0.0874871","-0.0957569","-0.119116","1.70793"
"1","0.0","-0.125734","-0.0812335","-0.107123","-0.118984","1.68747"
"2","0.0","-0.0575778","-0.0627842","-0.0628665","-0.0640217","1.71957"
"1","0.0","-0.0446547","-0.0528634","-0.0456925","-0.0493629","1.76225"
"2","0.0","-0.0255706","-0.0315085","-0.0202444","-0.0289338","1.77356"
"2","0.0","-0.0267523","-0.0219931","-0.0124551","-0.0199135","1.79272"
"2","0.0","-0.0211511","-0.0098749","-0.00230496","-0.0117828","1.80865"
"2","0.0","-0.0226612","-0.00388182","-0.00289098","-0.0106858","1.84145"
"1","0.0","-0.0276762","0.00187798","-0.00374571","-0.00898474","1.898"
"1","0.0","-0.0332967","-0.000362243","-0.00319898","-0.0150263","1.89768"
"1","0.0","-0.0371894","0.000525332","-0.00195597","-0.0174246","1.90076"
"1","0.0","-0.0333664","0.00350434","-0.00950014","-0.0102626","1.95602"
"1","0.0","-0.0354448","0.00422741","-0.0205899","-0.00180781","2.00868"
"1","0.0","-0.0412614","0.00691419","-0.0250159","0.000342377","1.96547"
"1","0.0","-0.0422243","0.00766666","-0.0347902","0.00642374","1.95382"
"3","0.0","-0.0439576","0.0066095","-0.0459097","0.0022888","1.93334"
"3","0.0","-0.0569631","-0.00636993","-0.0690532","0.00427205","2.04116"
"3","0.0","-0.0666192","-0.00162318","-0.0792693","-6.92371e-05","2.04431"
"3","0.0","-0.0721955","-0.00985658","-0.0878163","-0.00582553","2.06817"
"1","0.0","-0.0708469","-0.0175626","-0.0866043","-0.025157","2.10255"
"1","0.0","-0.059579","-0.0126351","-0.0823317","-0.0518316","2.07727"
"1","0.0","-0.0447653","-0.00472852","-0.0681523","-0.0523302","2.03708"
"1","0.0","-0.0518099","-0.00578291","-0.0685862","-0.0528606","2.07993"
"1","0.0","-0.0306009","-0.00351151","-0.0821983","-0.0425011","2.20645"
"1","0.0","-0.0766693","-0.0460828","-0.107728","-0.057541","2.26054"
"3","0.0","-0.125676","-0.103897","-0.142953","-0.108198","2.40392"
"1","0.0","-0.148747","-0.126791","-0.16486","-0.143304","2.41219"
"1","0.0","-0.155707","-0.144809","-0.167767","-0.156718","2.54915"
"1","0.0","-0.155256","-0.132566","-0.154912","-0.153542","2.60077"
"1","0.0","-0.121597","-0.0905178","-0.124097","-0.119135","2.73215"
"1","0.0","-0.0760948","-0.0321031","-0.0832797","-0.070693","2.80435"
"1","0.0","-0.0253358","0.0182573","-0.0336788","-0.0197801","2.83436"
"1","0.0","-0.00458974","0.0350526","-0.0076066","0.0107681","2.7253"
"0","0.0","0.0117661","0.0331065","0.00361095","0.0250235","2.73676"
"1","0.0","0.0142961","0.0256986","0.0114627","0.0322208","2.69482"
"3","0.0","0.00941365","0.00808894","0.00756439","0.0250967","2.6331"
"3","0.0","0.0125773","-0.00241267","0.00823251","0.0190649","2.57981"
"3","0.0","0.0169107","-0.00706246","0.0141913","0.0121989","2.51469"
"3","0.0","0.0219431","-0.00552954","0.0179102","0.0113658","2.49024"
"3","0.0","0.025006","-0.00223351","0.0204819","0.013672","2.52662"
"0","0.0","0.0435129","0.0118356","0.0342396","0.0266833","2.55871"
"0","0.0","0.0712524","0.0377542","0.0554168","0.0557506","2.68828"
"0","0.0","0.0732045","0.0578717","0.0702441","0.0685238","2.63722"
"3","0.0","0.10157","0.109337","0.117709","0.115234","2.85296"
"2","0.0","0.0991044","0.119712","0.196327","0.108339","2.98897"
"2","1.0","0.0304204","-0.0539872","0.18834","-0.0713149","2.79045"
"3","0.0","-0.221634","-0.0958905","-0.0266807","0.0505622","1.72646"
"3","0.0","-0.169384","-0.0516345","-0.0504278","-0.0242475","1.78073"
"0","0.0","-0.0202494","-0.0429761","-0.0342505","-0.0225015","2.00354"
"3","0.0","-0.140953","-0.156293","-0.146861","-0.121823","2.13665"
"3","0.0","-0.194047","-0.216263","-0.202231","-0.179653","2.14613"
"3","0.0","-0.206054","-0.246046","-0.215474","-0.207979","2.15746"
"0","0.0","-0.182717","-0.24211","-0.199307","-0.213355","2.12888"
"2","0.0","-0.170844","-0.228755","-0.180374","-0.206322","2.12646"
"2","0.0","-0.153412","-0.206059","-0.153422","-0.183569","2.14033"
"2","0.0","-0.112099","-0.155387","-0.113959","-0.144826","2.16661"
"2","0.0","-0.0852819","-0.112351","-0.0824196","-0.103783","2.17238"
"2","0.0","-0.0868996","-0.0807329","-0.0757529","-0.0795964","2.24319"
"2","0.0","-0.0765954","-0.05467","-0.0590695","-0.0590496","2.28475"
"1","0.0","-0.0664357","-0.032825","-0.0413236","-0.0392124","2.31644"
"1","0.0","-0.0637874","-0.0144701","-0.0466037","-0.0197777","2.33344"
"1","0.0","-0.0631081","-0.0078402","-0.0440615","-0.0121914","2.29147"
"1","0.0","-0.0737569","-0.0137752","-0.0623343","-0.0208445","2.28509"
"3","0.0","-0.0943201","-0.0250129","-0.0861842","-0.0388276","2.26148"
"1","0.0","-0.121775","-0.041722","-0.0726821","-0.0567389","2.29177"
"2","0.0","-0.141415","-0.0711146","-0.0445355","-0.095824","2.28745"
"2","0.0","-0.172485","-0.0738127","-0.0558131","-0.0490885","1.94724"
"2","0.0","-0.146529","-0.0620281","-0.0450558","-0.0323714","1.83867"
"1","0.0","-0.120688","-0.0563171","-0.125572","-0.0879707","1.85032"
"3","0.0","-0.173381","-0.12654","-0.180551","-0.126259","1.9694"
"1","0.0","-0.173964","-0.130905","-0.185154","-0.138932","1.93875"
"3","0.0","-0.181425","-0.157407","-0.185781","-0.151549","1.93546"
"2","0.0","-0.187611","-0.167986","-0.19439","-0.164642","1.93902"
"3","0.0","-0.194106","-0.181577","-0.188455","-0.17558","1.93"
"3","0.0","-0.19375","-0.187385","-0.189003","-0.176425","1.93291"
